CompanyName,Location,Description,HyperLink
Audio Video Headquarters - Los Angeles,"Los Angeles, California","Realize Your Creative Vision
Producers trust AVHQ Show Solutions™ to protect their credibility and help them dream bigger dreams. Knowing AVHQ Show Solutions is working for you after you''ve spent months hammering out the details of your big idea, promising a production that is nothing less than…",https://www.productionhub.com/profiles/details/124332
Lang AG,"lindlar, Germany","We are the LANG AG, one of the leading European companies for the rental and sale of visual presentation technology.

Founded in 1978, we established ourselves with dia projection and made a name for ourselves by creating our own solutions. Due to continuous research and development we always…",https://www.productionhub.com/profiles/details/282051
Hi - Tech Rentals,"Orlando, Florida","Hi-Tech''s technology in audiovisual rentals is one of the most extensive inventories in the audiovisual rental business. Our warehouses in Atlanta and Orlando combined house over 75,000 square feet of warehouse. If a new technology emerges for audiovisual rentals, Hi-Tech is checking it out. By…",https://www.productionhub.com/profiles/details/129653
United Rentals - Albuquerque,"Albuquerque, New Mexico",,https://www.productionhub.com/profiles/details/41075
Eastern Video Corporation - Atlanta,"Atlanta, Georgia","Equipment Rentals

Video Duplication

Production

Post Production

Language Dubbing",https://www.productionhub.com/profiles/details/41812
Audio Visual Innovations - New Orleans,"St. Rose, Louisiana","The presentation technology leader for 25 years! AV System Design & Integration, Consulting, Creative Show Services, Rental, Event Staging & Production, Sales, Repair & Extended Warranty",https://www.productionhub.com/profiles/details/139169
"IVS Video, Inc.","Charleston, South Carolina",,https://www.productionhub.com/profiles/details/13945
EGADS Computer Corporation,"New York, New York",Computers and Audio/Visual services,https://www.productionhub.com/profiles/details/144385
Samy's DV & Edit,"Los Angeles, California","Consulting, system design, system installation, DV editing workstation",https://www.productionhub.com/profiles/details/13851
Visual Technology,"Phoenix, Arizona",,https://www.productionhub.com/profiles/details/30538
Rent HD / Lightpost Productions,"Burbank, California","Can''t beat these prices:
HD deck rentals (including Sony SRW-5000).

Complete post production services (picture & audio).

Post production supervision: Supervision of post projects anywhere in California.",https://www.productionhub.com/profiles/details/146531
Nemeremedia,"Hartford, Connecticut","Providing the most affordable grip package to area filmmakers, no uptight elitist attitude just good gear and hard work offered. HMI lights Arri lights industry standard gear ,Generator or tie-in available Call any time 860-5606278",https://www.productionhub.com/profiles/details/187574
Entertainment Equipment Corp.,"Buffalo, New York","Entertainment Equipment Corporation markets a full-line of equipment and value-added services to the motion picture and other sectors within the entertainment industry.  Currently, EEC provides these products and services to over 1400 clients worldwide using a customer-centric approach which…",https://www.productionhub.com/profiles/details/136320
"JLG Industries, Inc.","Mc Connellsburg, Pennsylvania","Driveable and push-around vertical personnel lifts for lighting, grid and gaffing work",https://www.productionhub.com/profiles/details/31012
Commotion Studios,"Tucson, Arizona",We are the complete solution for media production and event presentation.,https://www.productionhub.com/profiles/details/167914
"RGB Systems, Inc.","Irving, Texas","Rgb Systems Inc in Irving, TX is a private company categorized under Wholesale Audio-Visual Equipment and Supplies. Current estimates show this company has an annual revenue of $5 to 10 million and employs a staff of approximately 5 to 9.",https://www.productionhub.com/profiles/details/12856
"Media Magic, Inc.","Cathedral City, California","Audio Visual Rental Company. Labor as well. Special Events, Corporate events, Fashion shows, High School proms and Graduations.We do travel all over the USA",https://www.productionhub.com/profiles/details/250559
Armstrong Locksmith & Security Products Inc.,"Orlando, Florida",Locksmith and security,https://www.productionhub.com/profiles/details/31346
Globe X Studios,"Westlake Village, California","Globex Interactive Studios publishes and develops online games for the international market and the world's largest online games audience in China. Its mission is to create high-quality, direct-to-consumer game titles that leverage U.S.-based project expertise together with the efficiencies of…",https://www.productionhub.com/profiles/details/186497
Virtual Media Communications - New Jersey,"Metuchen, New Jersey","Field service, system design, system installation, technical support, engineering.",https://www.productionhub.com/profiles/details/51719
Flint Films,"New York, New York",Flint Films is a production company founded by Actor/Director David Flint and Executive Producer Mychelle Flint.,https://www.productionhub.com/profiles/details/257266
Audio Visual Innovations - Atlanta,"Atlanta, Georgia","The presentation technology leader for 25 years! AV System Design & Integration, Consulting, Creative Show Services, Rental, Event Staging & Production, Sales, Repair & Extended Warranty",https://www.productionhub.com/profiles/details/139158
Arizona HDTV To Go,"Phoenix, Arizona","Panasonic AG-HVX200  
 Rental Package",https://www.productionhub.com/profiles/details/172333
Vaughn Broadcast Rental,"Tampa, Florida",,https://www.productionhub.com/profiles/details/41802
CavComm Corporation,"Skokie, Illinois",Staging and rental services,https://www.productionhub.com/profiles/details/144855
PAL Cameras West,"San Rafael, California",Video Camera Rentals,https://www.productionhub.com/profiles/details/131400
Memphis Communications Corporation,"Memphis, Tennessee",,https://www.productionhub.com/profiles/details/42339
StageSound,"Roanoke, Virginia",Equipment Rentals,https://www.productionhub.com/profiles/details/140117
Drake Automation Inc,"Parsippany, New Jersey",,https://www.productionhub.com/profiles/details/45140
Attitude Specialty Lighting,"Orlando, Florida","Southeast''s largest supplier of Lightning Strikes, Softsuns, Paparazzi Flashes and Xenons",https://www.productionhub.com/profiles/details/131413
"Clairmont Camera, Inc. - Toronto","Toronto, Ontario","16mm, 35mm and Vista Vision rentals; lenses and customized accessories.",https://www.productionhub.com/profiles/details/117972
Bleu Jay Productions,"Fallston, Maryland","Consulting, field service, system design, system installation, mutlimedia, web, streaming.",https://www.productionhub.com/profiles/details/30673
"Gearhead Camera, Inc.","Richmond, Virginia",Rental,https://www.productionhub.com/profiles/details/134095
Audio Visual Innovations - Cleveland,"Hudson, Ohio","The presentation technology leader for 25 years! AV System Design & Integration, Consulting, Creative Show Services, Rental, Event Staging & Production, Sales, Repair & Extended Warranty",https://www.productionhub.com/profiles/details/139162
Digital Solutions,"Nashville, Tennessee","Digital Solutions Inc. is the Southeast's premiere provider of digital non-linear video editing systems. We provide complete installation, training and service on products from Avid, Media 100, Adobe and Apple.",https://www.productionhub.com/profiles/details/51610
